time,value,slope
13.07, 135.00, -0.13
13.07, 136.00, 0.02
13.07, 136.00, 0.02
13.08, 133.00, 0.09
13.10, 136.00, 0.02
13.12, 136.00, 0.10
13.15, 134.00, -0.14
13.17, 136.00, 0.09
13.19, 133.00, 0.08
13.21, 135.00, -0.15
13.24, 133.00, -0.00
13.26, 135.00, -0.16
13.28, 134.00, 0.06
13.30, 134.00, 0.06
13.32, 134.00, -0.10
13.35, 134.00, -0.10
13.37, 131.00, -0.04
13.39, 131.00, -0.21
13.42, 132.00, -0.30
13.44, 131.00, -0.08
13.46, 132.00, -0.09
13.48, 133.00, -0.02
13.51, 132.00, -0.10
13.53, 133.00, -0.11
13.55, 134.00, -0.03
13.58, 131.00, -0.27
13.60, 132.00, -0.21
13.62, 131.00, -0.07
13.65, 133.00, -0.23
13.67, 132.00, -0.08
13.69, 132.00, -0.32
13.71, 134.00, -0.17
13.74, 133.00, -0.18
13.76, 133.00, -0.26
13.78, 134.00, -0.27
13.81, 133.00, -4.08
13.83, 133.00, -4.08
13.85, 132.00, -4.12
13.87, 132.00, -4.14
13.90, 133.00, -4.26
13.92, 132.00, -4.44
13.94, 132.00, -4.44
13.97, 132.00, -4.62
13.99, 133.00, -4.66
14.01, 131.00, -4.72
14.03, 132.00, -4.76
14.06, 132.00, -4.79
14.08, 134.00, -4.82
14.10, 134.00, -4.84
14.13, 132.00, -4.86
14.15, 134.00, -4.81
14.17, 132.00, -4.75
14.19, 133.00, -4.59
14.22, 134.00, -4.38
14.24, 134.00, -4.24
14.26, 134.00, -4.12
14.28, 133.00, -4.11
14.31, 134.00, -3.99
14.33, 133.00, -3.94
14.35, 132.00, -3.99
14.38, 134.00, -3.76
14.40, 131.00, -3.69
14.42, 132.00, -3.62
14.45, 131.00, -3.59
14.47, 131.00, -3.58
14.49, 134.00, -3.35
14.52, 132.00, -3.35
14.54, 134.00, -3.22
14.56, 132.00, -3.13
14.58, 131.00, -3.12
14.61, 133.00, -3.00
14.63, 132.00, -2.93
14.65, 131.00, -2.85
14.67, 131.00, -2.77
14.70, 133.00, -2.65
14.72, 133.00, -2.49
14.74, 135.00, -2.25
14.77, 131.00, -2.16
14.79, 135.00, -1.95
14.81, 135.00, -1.68
14.84, 138.00, -1.33
14.86, 135.00, -1.08
14.88, 136.00, -0.88
14.90, 136.00, -0.67
14.93, 133.00, -0.49
14.95, 133.00, -0.39
14.97, 136.00, -0.11
14.99, 143.00, 0.38
15.02, 142.00, 0.79
15.04, 141.00, 1.16
15.06, 139.00, 1.46
15.08, 137.00, 1.72
15.10, 139.00, 2.02
15.13, 135.00, 2.21
15.15, 135.00, 2.43
15.17, 135.00, 2.58
15.19, 137.00, 2.91
15.21, 136.00, 3.16
15.24, 140.00, 3.59
15.26, 137.00, 3.92
15.28, 139.00, 4.21
15.30, 140.00, 4.60
15.32, 136.00, 4.77
15.34, 134.00, 4.95
15.37, 136.00, 5.22
15.39, 135.00, 5.39
15.41, 135.00, 5.59
15.43, 133.00, 5.76
15.45, 135.00, 5.99
15.48, 135.00, 6.16
15.50, 135.00, 6.31
15.52, 139.00, 6.53
15.54, 136.00, 6.79
15.56, 134.00, 6.82
15.59, 135.00, 6.87
15.61, 134.00, 6.78
15.63, 136.00, 6.85
15.65, 135.00, 6.85
15.67, 137.00, 6.92
15.69, 137.00, 7.09
15.72, 137.00, 7.26
15.74, 140.00, 7.43
15.76, 131.00, 6.97
15.78, 134.00, 6.65
15.80, 134.00, 6.36
15.82, 136.00, 6.20
15.85, 135.00, 6.07
15.87, 135.00, 5.88
15.89, 133.00, 5.73
15.91, 134.00, 5.62
15.93, 132.00, 5.43
15.95, 138.00, 5.39
15.98, 135.00, 5.24
16.00, 132.00, 4.85
16.02, 134.00, 4.62
16.04, 135.00, 4.34
16.07, 133.00, 3.95
16.09, 132.00, 3.66
16.11, 133.00, 3.47
16.13, 136.00, 3.32
16.15, 133.00, 3.09
16.17, 131.00, 2.77
16.20, 131.00, 2.53
16.22, 133.00, 2.28
16.24, 133.00, 2.03
16.26, 136.00, 1.88
16.28, 133.00, 1.47
16.31, 133.00, 1.16
16.33, 131.00, 0.85
16.35, 133.00, 0.58
16.37, 136.00, 0.46
16.39, 136.00, 0.26
16.41, 133.00, -0.01
16.44, 131.00, -0.43
16.46, 132.00, -0.82
16.48, 131.00, -1.25
16.51, 139.00, -1.50
16.53, 134.00, -1.58
16.55, 134.00, -1.77
16.58, 131.00, -2.06
16.60, 132.00, -2.38
16.62, 132.00, -2.66
16.64, 132.00, -2.93
16.67, 132.00, -3.12
16.69, 131.00, -3.39
16.71, 132.00, -3.54
16.74, 134.00, -3.82
16.76, 134.00, -4.01
16.78, 131.00, -4.17
16.80, 133.00, -4.33
16.83, 132.00, -4.56
16.85, 132.00, -4.70
16.87, 134.00, -4.72
16.90, 135.00, -4.74
16.92, 133.00, -4.94
16.94, 132.00, -5.05
16.96, 134.00, -5.01
16.99, 133.00, -5.00
17.01, 133.00, -5.06
17.03, 132.00, -5.14
17.06, 134.00, -5.26
17.08, 131.00, -5.36
17.10, 132.00, -5.43
17.12, 134.00, -5.33
17.15, 132.00, -5.39
17.17, 131.00, -5.56
17.19, 133.00, -5.68
17.22, 131.00, -5.73
17.24, 133.00, -5.65
17.26, 131.00, -5.66
17.28, 131.00, -5.63
17.31, 130.00, -5.91
17.33, 129.00, -6.04
17.35, 132.00, -6.07
17.38, 130.00, -6.05
17.40, 132.00, -5.99
17.42, 132.00, -5.91
17.44, 130.00, -5.91
17.47, 131.00, -5.85
17.49, 130.00, -5.79
17.51, 131.00, -5.73
17.54, 131.00, -5.73
17.56, 132.00, -5.69
17.58, 131.00, -5.57
17.60, 132.00, -5.49
17.63, 132.00, -5.36
17.65, 131.00, -5.26
17.67, 132.00, -5.20
17.70, 133.00, -5.15
17.72, 135.00, -4.93
17.74, 133.00, -4.76
17.76, 131.00, -4.72
17.79, 131.00, -4.65
17.81, 132.00, -4.54
17.83, 132.00, -4.40
17.86, 133.00, -4.28
17.88, 133.00, -4.06
17.90, 133.00, -3.87
17.92, 134.00, -3.72
17.95, 134.00, -3.49
17.97, 133.00, -3.26
17.99, 132.00, -3.14
18.02, 130.00, -3.01
18.04, 132.00, -2.89
18.06, 132.00, -2.69
18.08, 131.00, -2.53
18.11, 132.00, -2.28
18.13, 131.00, -2.04
18.15, 132.00, -1.87
18.18, 132.00, -1.62
18.20, 130.00, -1.52
18.22, 132.00, -1.35
18.25, 132.00, -1.12
18.27, 131.00, -0.95
18.29, 132.00, -0.71
18.31, 132.00, -0.51
18.34, 129.00, -0.42
18.36, 129.00, -0.36
18.38, 130.00, -0.24
18.41, 130.00, -0.16
18.43, 132.00, -0.00
18.45, 131.00, 0.15
18.47, 132.00, 0.30
18.50, 132.00, 0.41
18.52, 131.00, 0.41
18.54, 129.00, 0.40
18.56, 132.00, 0.57
18.58, 131.00, 0.71
18.60, 132.00, 0.84
18.63, 131.00, 0.93
18.65, 132.00, 1.02
18.67, 130.00, 1.03
18.69, 131.00, 1.07
18.71, 132.00, 1.11
18.74, 131.00, 1.10
18.76, 132.00, 1.16
18.78, 130.00, 1.18
18.80, 130.00, 1.27
18.82, 131.00, 1.32
18.84, 130.00, 1.33
18.87, 130.00, 1.37
18.89, 131.00, 1.40
18.91, 131.00, 1.46
18.93, 131.00, 1.48
18.95, 129.00, 1.42
18.98, 132.00, 1.54
19.00, 130.00, 1.51
19.02, 129.00, 1.44
19.04, 129.00, 1.39
19.06, 131.00, 1.38
19.08, 129.00, 1.28
19.11, 129.00, 1.30
19.13, 129.00, 1.31
19.15, 131.00, 1.36
19.17, 130.00, 1.36
19.19, 131.00, 1.33
19.22, 130.00, 1.29
19.24, 129.00, 1.17
19.26, 131.00, 1.12
19.28, 130.00, 1.07
19.30, 132.00, 1.17
19.32, 131.00, 1.12
19.35, 130.00, 1.06
19.37, 131.00, 0.99
19.39, 130.00, 0.93
19.41, 131.00, 0.86
19.43, 131.00, 0.87
19.46, 132.00, 0.87
19.48, 130.00, 0.77
19.50, 131.00, 0.73
19.52, 130.00, 0.62
19.54, 130.00, 0.59
19.57, 129.00, 0.51
19.59, 132.00, 0.51
19.61, 132.00, 0.55
19.63, 132.00, 0.58
19.65, 132.00, 0.58
19.67, 131.00, 0.54
19.70, 131.00, 0.49
19.72, 132.00, 0.57
19.74, 132.00, 0.52
19.76, 131.00, 0.51
19.78, 130.00, 0.51
19.81, 130.00, 0.51
19.83, 130.00, 0.43
19.85, 132.00, 0.50
19.87, 130.00, 0.51
19.89, 130.00, 0.50
19.91, 132.00, 0.50
19.94, 132.00, 0.54
19.96, 133.00, 0.58
19.98, 133.00, 0.65
20.00, 131.00, 0.69
20.02, 134.00, 0.77
20.05, 132.00, 0.82
20.07, 134.00, 0.86
20.09, 132.00, 0.86
20.11, 132.00, 0.91
20.13, 133.00, 0.96
20.16, 132.00, 1.00
20.18, 131.00, 0.98
20.20, 134.00, 1.07
20.22, 132.00, 1.04
20.24, 132.00, 1.09
20.26, 132.00, 1.11
20.29, 132.00, 1.17
20.31, 132.00, 1.23
20.33, 132.00, 1.32
20.35, 132.00, 1.31
20.37, 132.00, 1.29
20.40, 129.00, 1.16
20.42, 131.00, 1.11
20.44, 131.00, 1.09
20.46, 131.00, 1.08
20.48, 129.00, 0.95
20.50, 132.00, 0.94
20.53, 132.00, 0.96
20.55, 131.00, 0.98
20.57, 131.00, 1.00
20.59, 132.00, 1.07
20.61, 132.00, 1.05
20.64, 129.00, 1.00
20.66, 131.00, 1.03
20.68, 130.00, 0.94
20.70, 131.00, 0.88
20.72, 132.00, 0.83
20.74, 129.00, 0.66
20.77, 129.00, 0.57
20.79, 129.00, 0.36
20.81, 133.00, 0.37
20.83, 129.00, 0.16
20.85, 129.00, 0.02
20.88, 129.00, -0.12
20.90, 132.00, -0.18
20.92, 131.00, -0.25
20.94, 132.00, -0.24
20.97, 129.00, -0.45
20.99, 132.00, -0.48
21.01, 130.00, -0.59
21.04, 131.00, -0.65
21.06, 131.00, -0.72
21.08, 132.00, -0.75
21.10, 131.00, -0.83
21.13, 131.00, -0.90
21.15, 131.00, -0.97
21.17, 129.00, -1.00
21.19, 130.00, -1.07
21.22, 129.00, -1.17
21.24, 132.00, -1.17
21.26, 131.00, -1.12
21.29, 129.00, -1.25
21.31, 131.00, -1.31
21.33, 131.00, -1.34
21.36, 132.00, -1.33
21.38, 131.00, -1.39
21.40, 130.00, -1.49
21.42, 132.00, -1.41
21.45, 131.00, -1.44
21.47, 130.00, -1.46
21.49, 132.00, -1.45
21.52, 132.00, -1.47
21.54, 130.00, -1.45
21.56, 130.00, -1.42
21.58, 132.00, -1.33
21.61, 129.00, -1.48
21.63, 132.00, -1.37
21.65, 129.00, -1.37
21.68, 131.00, -1.29
21.70, 132.00, -1.29
21.72, 130.00, -1.32
21.74, 131.00, -1.35
21.77, 131.00, -1.26
21.79, 131.00, -1.29
21.81, 131.00, -1.23
21.84, 132.00, -1.18
21.86, 132.00, -1.13
21.88, 131.00, -1.14
21.91, 132.00, -1.08
21.93, 131.00, -1.06
21.95, 131.00, -1.03
21.97, 132.00, -0.90
22.00, 132.00, -0.79
22.02, 131.00, -0.69
22.04, 131.00, -0.69
22.07, 130.00, -0.70
22.09, 132.00, -0.56
22.11, 131.00, -0.52
22.13, 131.00, -0.48
22.16, 131.00, -0.48
22.18, 131.00, -0.44
22.20, 132.00, -0.33
22.23, 131.00, -0.32
22.25, 132.00, -0.25
22.27, 132.00, -0.14
22.29, 131.00, -0.13
22.32, 131.00, -0.12
22.34, 132.00, -0.01
22.36, 130.00, 0.03
22.38, 131.00, 0.03
22.41, 131.00, 0.14
22.43, 131.00, 0.15
22.45, 132.00, 0.30
22.47, 132.00, 0.37
22.49, 132.00, 0.41
22.51, 131.00, 0.48
22.54, 132.00, 0.56
22.56, 132.00, 0.63
22.58, 132.00, 0.70
22.60, 132.00, 0.78
22.63, 132.00, 0.81
22.65, 132.00, 0.85
22.67, 131.00, 0.88
22.69, 130.00, 0.84
22.71, 130.00, 0.84
22.73, 131.00, 0.87
22.76, 132.00, 0.89
22.78, 131.00, 0.88
22.80, 132.00, 0.94
22.82, 131.00, 0.96
22.84, 129.00, 0.95
22.86, 129.00, 0.86
22.89, 132.00, 0.91
22.91, 132.00, 0.96
22.93, 131.00, 0.98
22.95, 129.00, 0.92
22.97, 130.00, 0.85
23.00, 131.00, 0.86
23.02, 129.00, 0.76
23.04, 129.00, 0.65
23.06, 129.00, 0.59
23.08, 132.00, 0.63
23.10, 131.00, 0.59
23.13, 129.00, 0.55
23.15, 131.00, 0.55
23.17, 132.00, 0.58
23.19, 129.00, 0.51
23.22, 130.00, 0.42
23.24, 132.00, 0.41
23.26, 131.00, 0.36
23.28, 131.00, 0.35
23.30, 129.00, 0.22
23.32, 130.00, 0.13
23.34, 129.00, -0.01
23.37, 130.00, -0.10
23.39, 131.00, -0.17
23.41, 130.00, -0.26
23.44, 131.00, -0.29
23.46, 131.00, -0.28
23.48, 131.00, -0.26
23.50, 129.00, -0.36
23.53, 132.00, -0.39
23.55, 129.00, -0.49
23.57, 132.00, -0.51
23.60, 129.00, -0.61
23.62, 130.00, -0.60
23.64, 132.00, -0.52
23.67, 131.00, -0.58
23.69, 130.00, -0.68
23.71, 132.00, -0.67
23.73, 130.00, -0.66
23.76, 132.00, -0.61
23.78, 131.00, -0.63
23.80, 130.00, -0.62
23.83, 131.00, -0.56
23.85, 130.00, -0.54
23.87, 131.00, -0.59
23.90, 132.00, -0.57
23.92, 131.00, -0.51
23.94, 130.00, -0.56
23.96, 129.00, -0.69
23.99, 131.00, -0.63
24.01, 131.00, -0.60
24.03, 131.00, -0.65
24.05, 132.00, -0.62
24.08, 132.00, -0.60
24.10, 130.00, -0.57
24.12, 132.00, -0.50
24.15, 131.00, -0.42
24.17, 131.00, -0.39
24.19, 131.00, -0.38
24.22, 132.00, -0.30
24.24, 131.00, -0.29
24.26, 131.00, -0.29
24.28, 131.00, -0.28
24.31, 131.00, -0.20
24.33, 131.00, -0.22
24.35, 130.00, -0.17
24.38, 132.00, -0.16
24.40, 131.00, -0.07
24.42, 132.00, 0.02
24.44, 132.00, 0.03
24.46, 130.00, 0.01
24.49, 132.00, 0.10
24.51, 130.00, 0.05
24.53, 130.00, 0.07
24.55, 131.00, 0.05
24.57, 132.00, 0.10
24.59, 132.00, 0.19
24.62, 131.00, 0.21
24.64, 131.00, 0.26
24.66, 132.00, 0.31
24.68, 132.00, 0.33
24.70, 132.00, 0.38
24.73, 132.00, 0.47
24.75, 132.00, 0.60
24.77, 132.00, 0.66
24.79, 132.00, 0.71
24.81, 132.00, 0.77
24.84, 129.00, 0.68
24.86, 130.00, 0.62
24.88, 129.00, 0.60
24.90, 132.00, 0.62
24.92, 131.00, 0.63
24.94, 131.00, 0.64
24.97, 130.00, 0.62
24.99, 131.00, 0.59
25.01, 131.00, 0.60
25.03, 130.00, 0.57
25.05, 130.00, 0.55
25.08, 130.00, 0.52
25.10, 130.00, 0.48
25.12, 132.00, 0.57
25.14, 132.00, 0.57
25.16, 132.00, 0.61
25.18, 132.00, 0.61
25.21, 131.00, 0.57
25.23, 133.00, 0.68
25.25, 131.00, 0.64
25.27, 131.00, 0.68
25.29, 132.00, 0.75
25.32, 132.00, 0.79
25.34, 130.00, 0.71
25.36, 131.00, 0.67
25.38, 132.00, 0.70
25.40, 130.00, 0.65
25.42, 131.00, 0.61
25.45, 129.00, 0.49
25.47, 131.00, 0.44
25.49, 130.00, 0.35
25.51, 132.00, 0.33
25.53, 132.00, 0.31
25.56, 132.00, 0.29
25.58, 132.00, 0.27
25.60, 129.00, 0.25
25.62, 132.00, 0.31
25.64, 131.00, 0.36
25.67, 131.00, 0.31
25.69, 129.00, 0.21
25.71, 130.00, 0.16
25.73, 132.00, 0.22
25.75, 131.00, 0.20
25.77, 129.00, 0.11
25.80, 130.00, 0.09
25.82, 131.00, 0.11
25.84, 131.00, 0.13
25.86, 132.00, 0.19
25.88, 131.00, 0.14
25.91, 130.00, 0.05
25.93, 129.00, -0.08
25.95, 131.00, -0.13
25.97, 131.00, -0.15
26.00, 132.00, -0.21
26.02, 131.00, -0.23
26.04, 131.00, -0.24
26.06, 130.00, -0.34
26.09, 132.00, -0.36
26.11, 132.00, -0.31
26.13, 132.00, -0.29
26.16, 132.00, -0.31
26.18, 131.00, -0.29
26.20, 132.00, -0.27
26.23, 132.00, -0.17
26.25, 131.00, -0.18
26.27, 132.00, -0.12
26.29, 132.00, -0.13
26.32, 132.00, -0.14
26.34, 132.00, -0.15
26.36, 130.00, -0.23
26.39, 131.00, -0.16
26.41, 132.00, -0.17
26.43, 132.00, -0.14
26.45, 132.00, -0.11
26.48, 131.00, -0.05
26.50, 131.00, -0.02
26.52, 132.00, -0.02
26.55, 132.00, 0.01
26.57, 131.00, 0.08
26.59, 131.00, 0.11
26.61, 132.00, 0.15
26.63, 132.00, 0.18
26.65, 132.00, 0.17
26.68, 130.00, 0.13
26.70, 131.00, 0.17
26.72, 132.00, 0.28
26.74, 132.00, 0.32
26.76, 132.00, 0.36
26.78, 132.00, 0.36
26.81, 131.00, 0.37
26.83, 132.00, 0.41
26.85, 131.00, 0.46
26.87, 131.00, 0.44
26.90, 132.00, 0.44
26.92, 132.00, 0.45
26.94, 131.00, 0.43
26.96, 130.00, 0.40
26.98, 132.00, 0.41
27.00, 132.00, 0.41
27.03, 131.00, 0.42
27.05, 131.00, 0.39
27.07, 133.00, 0.43
27.09, 131.00, 0.39
27.11, 132.00, 0.40
27.13, 131.00, 0.44
27.16, 132.00, 0.48
27.18, 132.00, 0.49
27.20, 131.00, 0.46
27.22, 131.00, 0.42
27.24, 131.00, 0.43
27.27, 132.00, 0.47
27.29, 130.00, 0.39
27.31, 131.00, 0.35
27.33, 132.00, 0.39
27.35, 130.00, 0.35
27.38, 129.00, 0.23
27.40, 130.00, 0.15
27.42, 132.00, 0.15
27.44, 131.00, 0.18
27.46, 131.00, 0.18
27.49, 131.00, 0.13
27.51, 131.00, 0.08
27.53, 129.00, -0.04
27.55, 131.00, -0.09
27.57, 132.00, -0.06
27.60, 132.00, -0.07
27.62, 132.00, -0.05
27.64, 131.00, -0.06
27.67, 132.00, -0.07
27.69, 132.00, -0.09
27.71, 131.00, -0.10
27.73, 132.00, -0.04
27.76, 132.00, -0.05
27.78, 130.00, -0.13
27.80, 132.00, -0.11
27.83, 132.00, -0.08
27.85, 132.00, -0.13
27.87, 129.00, -0.22
27.89, 130.00, -0.30
27.92, 132.00, -0.28
27.94, 130.00, -0.36
27.96, 129.00, -0.48
27.99, 130.00, -0.53
28.01, 132.00, -0.51
28.03, 130.00, -0.56
28.05, 131.00, -0.60
28.08, 129.00, -0.65
28.10, 131.00, -0.66
28.12, 131.00, -0.70
28.15, 132.00, -0.64
28.17, 132.00, -0.54
28.19, 130.00, -0.54
28.22, 132.00, -0.55
28.24, 132.00, -0.52
28.26, 130.00, -0.55
28.28, 131.00, -0.56
28.31, 130.00, -0.59
28.33, 132.00, -0.49
28.35, 130.00, -0.52
28.38, 131.00, -0.55
28.40, 132.00, -0.55
28.42, 131.00, -0.59
28.44, 129.00, -0.66
28.47, 131.00, -0.69
28.49, 131.00, -0.72
28.51, 132.00, -0.68
28.53, 131.00, -0.72
28.56, 132.00, -0.72
28.58, 129.00, -0.75
28.60, 131.00, -0.78
28.63, 131.00, -0.82
28.65, 132.00, -0.81
28.67, 132.00, -0.70
28.69, 129.00, -0.73
28.72, 132.00, -0.72
28.74, 132.00, -0.64
28.76, 131.00, -0.55
28.79, 131.00, -0.50
28.81, 131.00, -0.52
28.83, 131.00, -0.47
28.85, 131.00, -0.45
28.88, 131.00, -0.36
28.90, 132.00, -0.31
28.92, 131.00, -0.29
28.95, 131.00, -0.31
28.97, 130.00, -0.36
28.99, 129.00, -0.38
29.02, 132.00, -0.37
29.04, 130.00, -0.43
29.06, 129.00, -0.45
29.08, 132.00, -0.39
29.11, 131.00, -0.34
29.13, 131.00, -0.36
29.15, 131.00, -0.31
29.17, 130.00, -0.33
29.20, 132.00, -0.32
29.22, 130.00, -0.34
29.24, 130.00, -0.28
29.27, 130.00, -0.30
29.29, 132.00, -0.24
29.31, 130.00, -0.29
29.33, 130.00, -0.31
29.36, 132.00, -0.29
29.38, 131.00, -0.19
29.41, 132.00, -0.14
29.43, 129.00, -0.18
29.45, 129.00, -0.27
29.47, 131.00, -0.28
29.50, 132.00, -0.16
29.52, 131.00, -0.17
29.54, 132.00, -0.15
29.56, 129.00, -0.21
29.59, 130.00, -0.23
29.61, 129.00, -0.29
29.63, 130.00, -0.31
29.66, 130.00, -0.33
29.68, 130.00, -0.36
29.70, 129.00, -0.45
29.72, 130.00, -0.48
29.75, 131.00, -0.47
29.77, 131.00, -0.43
29.79, 131.00, -0.35
29.82, 129.00, -0.44
29.84, 130.00, -0.43
29.86, 129.00, -0.42
29.89, 129.00, -0.51
29.91, 131.00, -0.50
29.93, 130.00, -0.53
29.95, 130.00, -0.55
29.98, 131.00, -0.51
30.00, 132.00, -0.50
30.02, 129.00, -0.53
30.05, 132.00, -0.45
30.07, 132.00, -0.37
30.09, 130.00, -0.43
30.11, 132.00, -0.35
30.14, 130.00, -0.34
30.16, 129.00, -0.44
30.18, 131.00, -0.44
30.20, 130.00, -0.50
30.23, 130.00, -0.46
30.25, 129.00, -0.46
30.27, 132.00, -0.41
30.30, 131.00, -0.44
30.32, 130.00, -0.47
30.34, 131.00, -0.51
30.36, 130.00, -0.46
30.39, 130.00, -0.46
30.41, 131.00, -0.38
30.43, 132.00, -0.30
30.46, 132.00, -0.22
30.48, 130.00, -0.21
30.50, 130.00, -0.16
30.52, 129.00, -0.18
30.55, 130.00, -0.20
30.57, 130.00, -0.23
30.59, 131.00, -0.22
30.62, 132.00, -0.10
30.64, 131.00, -0.05
30.66, 130.00, 0.00
30.68, 129.00, 0.01
30.71, 131.00, 0.03
30.73, 131.00, 0.08
30.75, 130.00, 0.10
30.77, 131.00, 0.11
30.79, 130.00, 0.05
30.82, 131.00, 0.14
30.84, 130.00, 0.08
30.86, 131.00, 0.06
30.88, 131.00, 0.11
30.90, 130.00, 0.04
30.92, 131.00, 0.09
30.95, 130.00, 0.14
30.97, 130.00, 0.12
30.99, 129.00, 0.09
31.01, 131.00, 0.14
31.03, 131.00, 0.23
31.06, 131.00, 0.21
31.08, 131.00, 0.22
31.10, 131.00, 0.27
31.12, 130.00, 0.25
31.14, 129.00, 0.23
31.17, 129.00, 0.20
31.19, 132.00, 0.25
31.21, 132.00, 0.26
31.23, 132.00, 0.27
31.25, 132.00, 0.35
31.27, 130.00, 0.35
31.30, 129.00, 0.36
31.32, 131.00, 0.40
31.34, 129.00, 0.37
31.36, 130.00, 0.34
31.38, 131.00, 0.31
31.41, 129.00, 0.23
31.43, 132.00, 0.31
31.45, 132.00, 0.42
31.47, 131.00, 0.42
31.49, 131.00, 0.42
31.51, 131.00, 0.45
31.54, 132.00, 0.49
31.56, 132.00, 0.56
31.58, 130.00, 0.52
31.60, 131.00, 0.55
31.62, 129.00, 0.48
31.65, 132.00, 0.51
31.67, 129.00, 0.47
31.69, 132.00, 0.51
31.71, 131.00, 0.54
31.73, 132.00, 0.61
31.75, 132.00, 0.72
31.78, 132.00, 0.76
31.80, 131.00, 0.75
31.82, 131.00, 0.74
31.84, 130.00, 0.70
31.86, 130.00, 0.65
31.89, 129.00, 0.61
31.91, 131.00, 0.68
31.93, 131.00, 0.75
31.95, 132.00, 0.74
31.97, 132.00, 0.73
31.99, 132.00, 0.72
32.02, 131.00, 0.67
32.04, 130.00, 0.67
32.06, 129.00, 0.66
32.08, 132.00, 0.68
32.10, 132.00, 0.78
32.13, 132.00, 0.85
32.15, 132.00, 0.88
32.17, 129.00, 0.87
32.19, 131.00, 0.82
32.21, 131.00, 0.77
32.24, 129.00, 0.69
32.26, 132.00, 0.71
32.28, 132.00, 0.74
32.30, 132.00, 0.72
32.32, 132.00, 0.71
32.35, 130.00, 0.69
32.37, 131.00, 0.68
32.39, 131.00, 0.74
32.41, 132.00, 0.72
32.43, 131.00, 0.78
32.45, 131.00, 0.73
32.48, 132.00, 0.75
32.50, 131.00, 0.70
32.52, 130.00, 0.60
32.54, 129.00, 0.47
32.56, 131.00, 0.45
32.58, 129.00, 0.35
32.61, 132.00, 0.41
32.63, 132.00, 0.46
32.65, 130.00, 0.48
32.67, 131.00, 0.46
32.69, 132.00, 0.48
32.72, 132.00, 0.46
32.74, 132.00, 0.44
32.76, 132.00, 0.42
32.78, 131.00, 0.40
32.80, 129.00, 0.34
32.83, 131.00, 0.40
32.85, 130.00, 0.30
32.87, 131.00, 0.24
32.89, 131.00, 0.18
32.91, 132.00, 0.16
32.93, 130.00, 0.17
32.96, 132.00, 0.18
32.98, 131.00, 0.16
33.00, 131.00, 0.22
33.02, 131.00, 0.16
33.04, 132.00, 0.14
33.06, 130.00, 0.04
33.09, 132.00, 0.02
33.11, 130.00, 0.00
33.13, 130.00, -0.05
33.15, 132.00, -0.04
33.18, 129.00, -0.17
33.20, 129.00, -0.27
33.22, 130.00, -0.32
33.24, 132.00, -0.35
33.27, 130.00, -0.40
33.29, 129.00, -0.45
33.31, 131.00, -0.39
33.34, 132.00, -0.37
33.36, 130.00, -0.34
33.38, 129.00, -0.46
33.40, 132.00, -0.48
33.43, 131.00, -0.45
33.45, 132.00, -0.43
33.47, 131.00, -0.48
33.50, 132.00, -0.49
33.52, 132.00, -0.50
33.54, 131.00, -0.55
33.56, 130.00, -0.60
33.59, 129.00, -0.60
33.61, 130.00, -0.65
33.63, 130.00, -0.66
33.66, 132.00, -0.63
33.68, 129.00, -0.70
33.70, 130.00, -0.78
33.72, 131.00, -0.75
33.75, 130.00, -0.82
33.77, 129.00, -0.90
33.79, 131.00, -0.90
33.82, 131.00, -0.91
33.84, 131.00, -0.94
33.86, 130.00, -0.94
33.89, 132.00, -0.94
33.91, 131.00, -0.91
33.93, 132.00, -0.83
33.95, 132.00, -0.83
33.98, 130.00, -0.79
34.00, 131.00, -0.71
34.02, 129.00, -0.74
34.04, 130.00, -0.80
34.07, 130.00, -0.79
34.09, 130.00, -0.74
34.11, 131.00, -0.73
34.14, 132.00, -0.72
34.16, 130.00, -0.71
